Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location
4203 Trenton,20010602.,"Adamo Group, Inc.",$10079.00,01/28/2015,No,6,42.325525,-83.144507,"4203 Trenton
(42.325525, -83.144507)"
4212 Lawndale,20006211.,"Adamo Group, Inc.",$6493.00,01/28/2015,No,6,42.325658,-83.145104,"4212 Lawndale
(42.325658, -83.145104)"
4217 Martin,18011152.,"Adamo Group, Inc.",$20542.00,04/30/2015,No,6,42.329694,-83.126786,"4217 Martin
(42.329694, -83.126786)"
4221 Martin,18011151.,"Adamo Group, Inc.",$22519.00,09/15/2015,No,6,42.329766,-83.126839,"4221 Martin
(42.329766, -83.126839)"
4228 Larchmont,14001782.,"Adamo Group, Inc.",$22539.00,09/25/2015,No,6,42.356516,-83.113815,"4228 Larchmont
(42.356516, -83.113815)"
4232 Chene,11003012.,"Adamo Group, Inc.",$23198.00,08/25/2015,No,5,42.361108,-83.037425,"4232 Chene
(42.361108, -83.037425)"
4238 Larchmont,14001781.,"Adamo Group, Inc.",$22205.00,09/24/2015,No,6,42.356475,-83.113922,"4238 Larchmont
(42.356475, -83.113922)"
4250 Bangor,14010381.,"Adamo Group, Inc.",$5944.00,01/08/2015,No,6,42.33759,-83.103849,"4250 Bangor
(42.33759, -83.103849)"
4251 Lawndale,20006413-4,"Adamo Group, Inc.",$11785.00,06/04/2015,No,6,42.326003,-83.145992,"4251 Lawndale
(42.326003, -83.145992)"
4326 Freer,18011672.,"Adamo Group, Inc.",$11928.00,02/12/2015,No,6,42.328507,-83.131771,"4326 Freer
(42.328507, -83.131771)"
4328 51st St,18011732.,"Adamo Group, Inc.",$28121.00,01/15/2015,No,6,42.32822,-83.132723,"4328 51st St
(42.32822, -83.132723)"
4332 Ewers,18011619.,"Adamo Group, Inc.",$6825.00,02/10/2015,No,6,42.328924,-83.130966,"4332 Ewers
(42.328924, -83.130966)"
4338 Casper,20006767.,"Adamo Group, Inc.",$11133.00,01/16/2015,No,6,42.327168,-83.135657,"4338 Casper
(42.327168, -83.135657)"
4342 Freer,18011675.,"Adamo Group, Inc.",$23587.00,02/18/2015,No,6,42.328726,-83.131927,"4342 Freer
(42.328726, -83.131927)"
4345 Lumley,20008751.,"Adamo Group, Inc.",$13124.00,01/26/2015,No,6,42.32632,-83.137947,"4345 Lumley
(42.32632, -83.137947)"
4351 Lumley,20008750.,"Adamo Group, Inc.",$12061.00,01/26/2015,No,6,42.326393,-83.138,"4351 Lumley
(42.326393, -83.138)"
4360 Devonshire,21070408.,"Adamo Group, Inc.",$12661.00,03/25/2016,No,4,42.397603,-82.938914,"4360 Devonshire
(42.397603, -82.938914)"
4385 51st St,18011778.,"Adamo Group, Inc.",$20597.00,09/03/2015,No,6,42.328682,-83.133729,"4385 51st St
(42.328682, -83.133729)"
4396 Cicotte,18010457.,"Adamo Group, Inc.",$12985.00,05/12/2015,No,6,42.33245,-83.124198,"4396 Cicotte
(42.33245, -83.124198)"
4410 Ewers,18011632.,"Adamo Group, Inc.",$21697.00,09/03/2015,No,6,42.329871,-83.131639,"4410 Ewers
(42.329871, -83.131639)"
4411 Parkinson,18011601.,"Adamo Group, Inc.",$12194.00,04/27/2015,No,6,42.329943,-83.131231,"4411 Parkinson
(42.329943, -83.131231)"
4413 Oregon,14002149.002L,"Adamo Group, Inc.",$21634.00,09/11/2015,No,6,42.358526,-83.117835,"4413 Oregon
(42.358526, -83.117835)"
4416 Ewers,18011633.,"Adamo Group, Inc.",$44443.00,02/11/2015,No,6,42.329944,-83.131691,"4416 Ewers
(42.329944, -83.131691)"
4417 Ewers,18011656.,"Adamo Group, Inc.",$20288.00,02/11/2015,No,6,42.329751,-83.132178,"4417 Ewers
(42.329751, -83.132178)"
4421 Lumley,20008740.,"Adamo Group, Inc.",$10209.00,01/27/2015,No,6,42.327253,-83.138631,"4421 Lumley
(42.327253, -83.138631)"
4423 Sharon,20008224.,"Adamo Group, Inc.",$8085.00,01/30/2015,No,6,42.328298,-83.151636,"4423 Sharon
(42.328298, -83.151636)"
4430 18th St,10007322.,"Adamo Group, Inc.",$19981.00,01/07/2015,No,6,42.344352,-83.089005,"4430 18th St
(42.344352, -83.089005)"
4435 Cicotte,18010491.,"Adamo Group, Inc.",$22254.00,09/21/2015,No,6,42.332846,-83.125022,"4435 Cicotte
(42.332846, -83.125022)"
4440 Mcgraw,14001403.,"Adamo Group, Inc.",$15208.00,08/27/2015,No,6,42.345954,-83.115096,"4440 Mcgraw
(42.345954, -83.115096)"
4441 Parkinson,18011595.,"Adamo Group, Inc.",$17759.00,04/27/2015,No,6,42.330376,-83.131552,"4441 Parkinson
(42.330376, -83.131552)"
4445 Ewers,18011651.,"Adamo Group, Inc.",$21751.00,02/11/2015,No,6,42.330114,-83.132438,"4445 Ewers
(42.330114, -83.132438)"
4448 Ewers,18011638.,"Adamo Group, Inc.",$8218.00,02/12/2015,No,6,42.330308,-83.13195,"4448 Ewers
(42.330308, -83.13195)"
4451 52nd St,18011843.,"Adamo Group, Inc.",$9555.00,01/15/2015,No,6,42.329093,-83.135269,"4451 52nd St
(42.329093, -83.135269)"
4453 24th St,12008894.,"Adamo Group, Inc.",$11826.00,05/14/2015,No,6,42.341481,-83.098837,"4453 24th St
(42.341481, -83.098837)"
4459 31st St,16011182.,"Adamo Group, Inc.",$12567.00,01/13/2015,No,6,42.336933,-83.112758,"4459 31st St
(42.336933, -83.112758)"
4460 Scotten,14009636.,"Adamo Group, Inc.",$13913.00,02/11/2015,No,6,42.338974,-83.106421,"4460 Scotten
(42.338974, -83.106421)"
4462 30th St,14011731.,"Adamo Group, Inc.",$31372.00,01/08/2015,No,6,42.33769,-83.110821,"4462 30th St
(42.33769, -83.110821)"
4463 Roosevelt,14008458.,"Adamo Group, Inc.",$17790.00,02/17/2015,No,6,42.34101,-83.10081,"4463 Roosevelt
(42.34101, -83.10081)"
4467 33rd St,16012524.,"Adamo Group, Inc.",$13965.00,01/07/2015,No,6,42.336299,-83.114654,"4467 33rd St
(42.336299, -83.114654)"
4470 Junction,16013036.,"Adamo Group, Inc.",$12865.00,01/26/2015,No,6,42.336201,-83.115084,"4470 Junction
(42.336201, -83.115084)"
4474 Garland,21037868.,"Adamo Group, Inc.",$27225.00,07/29/2015,No,4,42.380624,-82.991113,"4474 Garland
(42.380624, -82.991113)"
4478 30th St,14011733.,"Adamo Group, Inc.",$26558.00,01/08/2015,No,6,42.337839,-83.110929,"4478 30th St
(42.337839, -83.110929)"
4480 Freer,18011697.,"Adamo Group, Inc.",$24447.00,02/18/2015,No,6,42.330323,-83.133075,"4480 Freer
(42.330323, -83.133075)"
4480 Roosevelt,12010116.,"Adamo Group, Inc.",$19082.00,01/30/2015,No,6,42.341409,-83.100395,"4480 Roosevelt
(42.341409, -83.100395)"
4488 Freer,18011698.,"Adamo Group, Inc.",$19495.00,05/26/2015,No,6,42.330396,-83.133127,"4488 Freer
(42.330396, -83.133127)"
4495 Field,15007335.,"Adamo Group, Inc.",$12693.00,08/25/2015,No,5,42.371067,-83.016305,"4495 Field
(42.371067, -83.016305)"
4502 31st St,16011014.,"Adamo Group, Inc.",$21441.00,01/13/2015,No,6,42.337691,-83.112422,"4502 31st St
(42.337691, -83.112422)"
4513 Seyburn,17010835.,"Adamo Group, Inc.",$11836.00,03/28/2016,No,5,42.37274,-83.012168,"4513 Seyburn
(42.37274, -83.012168)"
4516 Mcgraw,14001399.,"Adamo Group, Inc.",$10796.00,08/27/2015,No,6,42.34576,-83.115774,"4516 Mcgraw
(42.34576, -83.115774)"
4522 Scotten,14009641.,"Adamo Group, Inc.",$38461.00,02/12/2015,No,6,42.339484,-83.106787,"4522 Scotten
(42.339484, -83.106787)"
4538 Pacific,14002109.,"Adamo Group, Inc.",$25611.00,07/10/2015,No,6,42.357563,-83.119203,"4538 Pacific
(42.357563, -83.119203)"
4541 25th St,12009479.,"Adamo Group, Inc.",$14660.00,09/01/2015,No,6,42.342253,-83.10043,"4541 25th St
(42.342253, -83.10043)"
4545 Hammond,16015721.,"Adamo Group, Inc.",$21706.00,09/10/2015,No,6,42.334383,-83.120061,"4545 Hammond
(42.334383, -83.120061)"
4547 Bangor,14010566.002L,"Adamo Group, Inc.",$9069.00,01/09/2015,No,6,42.340332,-83.106633,"4547 Bangor
(42.340332, -83.106633)"
4555 Roosevelt,14008443.,"Adamo Group, Inc.",$10073.00,01/30/2015,No,6,42.342128,-83.101517,"4555 Roosevelt
(42.342128, -83.101517)"
4567 Military,16016248.,"Adamo Group, Inc.",$10874.00,01/28/2015,No,6,42.334933,-83.122067,"4567 Military
(42.334933, -83.122067)"
4574 25th St,12009319.,"Adamo Group, Inc.",$8740.00,01/21/2015,No,6,42.342879,-83.100221,"4574 25th St
(42.342879, -83.100221)"
4579 Roosevelt,14008439.,"Adamo Group, Inc.",$14726.00,09/25/2015,No,6,42.342426,-83.101705,"4579 Roosevelt
(42.342426, -83.101705)"
4585 Roosevelt,14008438.,"Adamo Group, Inc.",$11846.00,08/27/2015,No,6,42.342501,-83.101752,"4585 Roosevelt
(42.342501, -83.101752)"
4594 Roosevelt,12010135.,"Adamo Group, Inc.",$11529.00,01/21/2015,No,6,42.342825,-83.101292,"4594 Roosevelt
(42.342825, -83.101292)"
4611 Military,16016241-2,"Adamo Group, Inc.",$22928.00,01/30/2015,No,6,42.33548,-83.122464,"4611 Military
(42.33548, -83.122464)"
4614 Grandy,11003650.,"Adamo Group, Inc.",$30543.00,09/08/2015,No,5,42.363655,-83.036582,"4614 Grandy
(42.363655, -83.036582)"
4620 Mt Elliott,15014065.,"Adamo Group, Inc.",$16999.00,06/02/2015,No,5,42.367769,-83.025499,"4620 Mt
(42.367769, -83.025499)"
4635 30th St,16010860.,"Adamo Group, Inc.",$18728.00,01/13/2015,No,6,42.338546,-83.112345,"4635 30th St
(42.338546, -83.112345)"
4640 Wesson,16015358.,"Adamo Group, Inc.",$22230.00,09/04/2015,No,6,42.336153,-83.118706,"4640 Wesson
(42.336153, -83.118706)"
4650 32nd St,16011911.,"Adamo Group, Inc.",$7087.00,01/05/2015,No,6,42.338106,-83.114192,"4650 32nd St
(42.338106, -83.114192)"
4651 18th St,10007813.,"Adamo Group, Inc.",$14450.00,01/08/2015,No,6,42.345786,-83.090664,"4651 18th St
(42.345786, -83.090664)"
4654 Oregon,14002187.,"Adamo Group, Inc.",$14049.00,07/23/2015,No,6,42.35761,-83.121741,"4654 Oregon
(42.35761, -83.121741)"
4655 Braden,18011342.,"Adamo Group, Inc.",$20481.00,09/01/2015,No,6,42.331864,-83.129822,"4655 Braden
(42.331864, -83.129822)"
4656 32nd St,16011912.,"Adamo Group, Inc.",$17320.00,01/05/2015,No,6,42.338179,-83.114244,"4656 32nd St
(42.338179, -83.114244)"
4663 31st St,16011163.,"Adamo Group, Inc.",$10812.00,01/14/2015,No,6,42.338422,-83.113824,"4663 31st St
(42.338422, -83.113824)"
4663 35th St,16013784.,"Adamo Group, Inc.",$11613.00,01/15/2015,No,6,42.336996,-83.117407,"4663 35th St
(42.336996, -83.117407)"
4666 32nd St,16011914.,"Adamo Group, Inc.",$16323.00,01/06/2015,No,6,42.338325,-83.114346,"4666 32nd St
(42.338325, -83.114346)"
4667 Lumley,20008721.,"Adamo Group, Inc.",$9810.00,01/27/2015,No,6,42.328773,-83.139746,"4667 Lumley
(42.328773, -83.139746)"
4669 Braden,18011340.,"Adamo Group, Inc.",$22272.00,09/01/2015,No,6,42.332008,-83.12993,"4669 Braden
(42.332008, -83.12993)"
4675 30th St,16010854.,"Adamo Group, Inc.",$15909.00,01/13/2015,No,6,42.339054,-83.112712,"4675 30th St
(42.339054, -83.112712)"
4675 Braden,18011339.,"Adamo Group, Inc.",$17333.00,02/10/2015,No,6,42.332081,-83.129983,"4675 Braden
(42.332081, -83.129983)"
4675 Junction,16013164.,"Adamo Group, Inc.",$11928.00,01/21/2015,No,6,42.337494,-83.116632,"4675 Junction
(42.337494, -83.116632)"
4697 Campbell,16014645.,"Adamo Group, Inc.",$8539.00,01/20/2015,No,6,42.33708,-83.118727,"4697 Campbell
(42.33708, -83.118727)"
4699 35th St,16013777-8,"Adamo Group, Inc.",$13307.00,01/15/2015,No,6,42.337451,-83.117731,"4699 35th St
(42.337451, -83.117731)"
4701 Casper,20006979.,"Adamo Group, Inc.",$23775.00,01/12/2015,No,6,42.329705,-83.138081,"4701 Casper
(42.329705, -83.138081)"
4705 Lumley,20008719-20,"Adamo Group, Inc.",$17168.00,09/03/2015,No,6,42.328987,-83.139892,"4705 Lumley
(42.328987, -83.139892)"
4715 23rd St,12008291.,"Adamo Group, Inc.",$11832.00,01/16/2015,No,6,42.342834,-83.098294,"4715 23rd St
(42.342834, -83.098294)"
4718 Martin,18010972.,"Adamo Group, Inc.",$21206.00,04/30/2015,No,6,42.332539,-83.127878,"4718 Martin
(42.332539, -83.127878)"
4720 Three Mile Dr,21071149.,"Adamo Group, Inc.",$21807.00,09/08/2015,No,4,42.400655,-82.938481,"4720 Three Mile Dr
(42.400655, -82.938481)"
4721 Casper,20006976.,"Adamo Group, Inc.",$16700.00,01/14/2015,No,6,42.329921,-83.138243,"4721 Casper
(42.329921, -83.138243)"
4727 CASPER,20006975.,"Adamo Group, Inc.",$23257.00,01/14/2015,No,6,42.329993,-83.138296,"4727 CASPER
(42.329993, -83.138296)"
4739 Casper,20006973.,"Adamo Group, Inc.",$15850.00,01/12/2015,No,6,42.330137,-83.138405,"4739 Casper
(42.330137, -83.138405)"
4750 Seminole,17007713.,"Adamo Group, Inc.",$23641.23,06/15/2015,No,5,42.37582,-83.008383,"4750 Seminole
(42.37582, -83.008383)"
4752 Chopin,18012076.,"Adamo Group, Inc.",$29886.00,05/21/2015,No,6,42.331958,-83.1336,"4752 Chopin
(42.331958, -83.1336)"
4761 Chopin,18012338.,"Adamo Group, Inc.",$23188.00,05/12/2015,No,6,42.331893,-83.134227,"4761 Chopin
(42.331893, -83.134227)"
4784 Seyburn,17010749.,"Adamo Group, Inc.",$18904.00,08/26/2015,No,5,42.374621,-83.01266,"4784 Seyburn
(42.374621, -83.01266)"
4808 Lawndale,20006235.,"Adamo Group, Inc.",$8348.00,01/30/2015,No,6,42.327446,-83.146404,"4808 Lawndale
(42.327446, -83.146404)"
4809 Renville,20010156.,"Adamo Group, Inc.",$8348.00,01/23/2015,No,6,42.328306,-83.144277,"4809 Renville
(42.328306, -83.144277)"
4811 Pennsylvania,19005937.,"Adamo Group, Inc.",$24144.00,10/02/2015,No,4,42.381006,-82.997733,"4811 Pennsylvania
(42.381006, -82.997733)"
4819 24th St,12008862.,"Adamo Group, Inc.",$14686.00,07/22/2015,No,6,42.344029,-83.100437,"4819 24th St
(42.344029, -83.100437)"
4824 Burns,17006286.,"Adamo Group, Inc.",$11407.00,03/28/2016,No,5,42.377889,-83.006096,"4824 Burns
(42.377889, -83.006096)"
4824 Tillman,12007372.,"Adamo Group, Inc.",$20679.00,09/25/2015,No,6,42.345117,-83.097312,"4824 Tillman
(42.345117, -83.097312)"
4826 Renville,20009982.,"Adamo Group, Inc.",$12390.00,01/23/2015,No,6,42.328718,-83.14401,"4826 Renville
(42.328718, -83.14401)"
4827 Fischer,17005892.,"Adamo Group, Inc.",$13902.00,08/26/2015,No,5,42.378084,-83.005709,"4827 Fischer
(42.378084, -83.005709)"
4838 Renville,20009984.,"Adamo Group, Inc.",$12390.00,01/23/2015,No,6,42.328862,-83.144115,"4838 Renville
(42.328862, -83.144115)"
4844 Renville,20009985.,"Adamo Group, Inc.",$12390.00,01/22/2015,No,6,42.328935,-83.144167,"4844 Renville
(42.328935, -83.144167)"
4847 Chopin,18012315-24,"Adamo Group, Inc.",$21461.00,09/04/2015,No,6,42.332909,-83.134974,"4847 Chopin
(42.332909, -83.134974)"
4849 Thompson Ct,13010126.,"Adamo Group, Inc.",$9113.00,09/23/2015,No,5,42.368794,-83.030955,"4849 Thompson Ct
(42.368794, -83.030955)"
4862 Renville,20009988.,"Adamo Group, Inc.",$7420.00,01/22/2015,No,6,42.329152,-83.144325,"4862 Renville
(42.329152, -83.144325)"
4863 Delta,13007031.,"Adamo Group, Inc.",$9700.00,07/31/2015,No,3,42.418136,-83.052994,"4863 Delta
(42.418136, -83.052994)"
4900 Whitfield,16004054-74,"Adamo Group, Inc.",$22190.00,07/27/2015,No,6,42.364542,-83.13287,"4900 Whitfield
(42.364542, -83.13287)"
4903 Daniels,18010909.,"Adamo Group, Inc.",$11532.00,01/30/2015,No,6,42.334127,-83.128548,"4903 Daniels
(42.334127, -83.128548)"
4911 Daniels,18010908.,"Adamo Group, Inc.",$23188.00,02/09/2015,No,6,42.334204,-83.128611,"4911 Daniels
(42.334204, -83.128611)"
4914 30th St,14011762.,"Adamo Group, Inc.",$15191.00,01/06/2015,No,6,42.340252,-83.112624,"4914 30th St
(42.340252, -83.112624)"
4918 Mcclellan,19006832.,"Adamo Group, Inc.",$30472.00,09/10/2015,No,4,42.380638,-82.999837,"4918 Mcclellan
(42.380638, -82.999837)"
4921 28th St,14011205.,"Adamo Group, Inc.",$20816.00,09/01/2015,No,6,42.340482,-83.112034,"4921 28th St
(42.340482, -83.112034)"
4945 Daniels,18010903.,"Adamo Group, Inc.",$25581.00,02/09/2015,No,6,42.334658,-83.128958,"4945 Daniels
(42.334658, -83.128958)"
4955 Wesson,16015451.,"Adamo Group, Inc.",$16695.00,01/23/2015,No,6,42.337776,-83.120661,"4955 Wesson
(42.337776, -83.120661)"
4956 32nd St,16011931.,"Adamo Group, Inc.",$18733.00,01/21/2015,No,6,42.339798,-83.115403,"4956 32nd St
(42.339798, -83.115403)"
4956 35th St,16013697.,"Adamo Group, Inc.",$16770.00,01/15/2015,No,6,42.338758,-83.118043,"4956 35th St
(42.338758, -83.118043)"
4961 Bangor,14010532.,"Adamo Group, Inc.",$28735.00,01/09/2015,No,6,42.3432,-83.108725,"4961 Bangor
(42.3432, -83.108725)"
4969 Daniels,18010899.,"Adamo Group, Inc.",$22130.00,09/01/2015,No,6,42.334941,-83.12918,"4969 Daniels
(42.334941, -83.12918)"
4970 Campbell,16014538.,"Adamo Group, Inc.",$11984.00,01/20/2015,No,6,42.338551,-83.119023,"4970 Campbell
(42.338551, -83.119023)"
4973 Campbell,16014629.,"Adamo Group, Inc.",$16809.00,01/23/2015,No,6,42.338422,-83.119699,"4973 Campbell
(42.338422, -83.119699)"
4974 33rd St,16012397.,"Adamo Group, Inc.",$10059.00,01/14/2015,No,6,42.339667,-83.116439,"4974 33rd St
(42.339667, -83.116439)"
4974 DANIELS,18010767.,"Adamo Group, Inc.",$20737.00,02/10/2015,No,6,42.33522,-83.128736,"4974 DANIELS
(42.33522, -83.128736)"
4986 33rd St,16012399.,"Adamo Group, Inc.",$9906.00,01/12/2015,No,6,42.339812,-83.116543,"4986 33rd St
(42.339812, -83.116543)"
5001 28th St,14011191.,"Adamo Group, Inc.",$13068.00,01/08/2015,No,6,42.341495,-83.112774,"5001 28th St
(42.341495, -83.112774)"
5002 Ridgewood,16004324-6,"Adamo Group, Inc.",$22489.00,07/06/2015,No,6,42.365501,-83.136187,"5002 Ridgewood
(42.365501, -83.136187)"
5002 Scotten,14009681.,"Adamo Group, Inc.",$16695.00,01/26/2015,No,6,42.342894,-83.109265,"5002 Scotten
(42.342894, -83.109265)"
5014 Maxwell,17008315.,"Adamo Group, Inc.",$24567.00,07/29/2015,No,5,42.37713,-83.010585,"5014 Maxwell
(42.37713, -83.010585)"
5016 Ridgewood,16004322.,"Adamo Group, Inc.",$11144.00,08/10/2015,No,6,42.365332,-83.13631,"5016 Ridgewood
(42.365332, -83.13631)"
5019 Tillman,12007475.,"Adamo Group, Inc.",$38977.00,09/08/2015,No,6,42.346265,-83.098483,"5019 Tillman
(42.346265, -83.098483)"
5030 Rohns,19009099.,"Adamo Group, Inc.",$12296.00,07/29/2015,No,5,42.380183,-83.003411,"5030 Rohns
(42.380183, -83.003411)"
5035 Tillman,12007473.,"Adamo Group, Inc.",$35811.00,09/08/2015,No,6,42.346405,-83.098857,"5035 Tillman
(42.346405, -83.098857)"
5036 Lafontaine,21078586.,"Adamo Group, Inc.",$6493.00,05/20/2015,No,4,42.413705,-82.914522,"5036 Lafontaine
(42.413705, -82.914522)"
504 E Winchester,09008364.,"Adamo Group, Inc.",$7273.00,07/10/2015,No,3,42.44417,-83.109262,"504 E Winchester
(42.44417, -83.109262)"
5048 Central,18009811.,"Adamo Group, Inc.",$10089.00,09/03/2015,No,6,42.333074,-83.138724,"5048 Central
(42.333074, -83.138724)"
5058 Baldwin,17011308.,"Adamo Group, Inc.",$7651.00,04/25/2016,No,5,42.376093,-83.014991,"5058 Baldwin
(42.376093, -83.014991)"
5064 Haverhill,21070044.,"Adamo Group, Inc.",$13666.00,03/25/2016,No,4,42.402345,-82.943188,"5064 Haverhill
(42.402345, -82.943188)"
5067 Roosevelt,14008411.,"Adamo Group, Inc.",$12327.00,01/22/2015,No,6,42.345748,-83.103829,"5067 Roosevelt
(42.345748, -83.103829)"
5075 Chatsworth,21069021.,"Adamo Group, Inc.",$26479.00,07/29/2015,No,4,42.401199,-82.946653,"5075 Chatsworth
(42.401199, -82.946653)"
5085 Courville,21071697.,"Adamo Group, Inc.",$12984.00,03/25/2016,No,4,42.40377,-82.940027,"5085 Courville
(42.40377, -82.940027)"
5103 Cadillac,19005284.,"Adamo Group, Inc.",$12395.00,07/29/2015,No,4,42.383471,-82.998004,"5103 Cadillac
(42.383471, -82.998004)"
5106 Scotten,14009687.,"Adamo Group, Inc.",$5970.00,07/10/2015,No,6,42.343496,-83.109701,"5106 Scotten
(42.343496, -83.109701)"
5113 30th St,16010824.,"Adamo Group, Inc.",$21648.00,01/05/2015,No,6,42.34165,-83.114581,"5113 30th St
(42.34165, -83.114581)"
5114 33rd St,16012408.,"Adamo Group, Inc.",$11856.00,01/15/2015,No,6,42.34064,-83.117132,"5114 33rd St
(42.34064, -83.117132)"
5121 31st St,16011130.,"Adamo Group, Inc.",$9409.00,01/05/2015,No,6,42.341247,-83.115854,"5121 31st St
(42.341247, -83.115854)"
5139 31st St,16011127.,"Adamo Group, Inc.",$10211.00,01/07/2015,No,6,42.341464,-83.116011,"5139 31st St
(42.341464, -83.116011)"
5168 28th St,14011021.,"Adamo Group, Inc.",$14831.00,01/07/2015,No,6,42.343134,-83.112941,"5168 28th St
(42.343134, -83.112941)"
5180 Chicago,16004850.,"Adamo Group, Inc.",$16069.00,08/14/2015,No,7,42.368407,-83.133125,"5180 Chicago
(42.368407, -83.133125)"
5206 Joy Rd,16004713.,"Adamo Group, Inc.",$22497.00,07/08/2015,No,6,42.364043,-83.131897,"5206 Joy Rd
(42.364043, -83.131897)"
5210 28th St,14011028-34,"Adamo Group, Inc.",$18930.00,01/07/2015,No,6,42.343654,-83.113316,"5210 28th St
(42.343654, -83.113316)"
5223 31st St,16011113-24,"Adamo Group, Inc.",$15060.00,08/27/2015,No,6,42.342427,-83.116742,"5223 31st St
(42.342427, -83.116742)"
5224 Stanton,10006759.,"Adamo Group, Inc.",$32325.00,09/08/2015,No,5,42.351135,-83.091365,"5224 Stanton
(42.351135, -83.091365)"
5225 E Seven Mile,13008573-4,"Adamo Group, Inc.",$10830.89,05/27/2015,Yes,3,42.433655,-83.050799,"5225 E Seven
(42.433655, -83.050799)"
5240 Roosevelt,12010167.,"Adamo Group, Inc.",$18961.00,01/30/2015,No,6,42.346838,-83.103856,"5240 Roosevelt
(42.346838, -83.103856)"
5242 25th St,12009359.,"Adamo Group, Inc.",$13377.00,01/21/2015,No,6,42.347168,-83.102959,"5242 25th St
(42.347168, -83.102959)"
5272 Elmer,20008778.,"Adamo Group, Inc.",$6886.00,04/26/2016,No,6,42.333119,-83.143317,"5272 Elmer
(42.333119, -83.143317)"
5287 Daniels,18010872.,"Adamo Group, Inc.",$21935.00,09/01/2015,No,6,42.337013,-83.130755,"5287 Daniels
(42.337013, -83.130755)"
5295 Ashley,21078672.,"Adamo Group, Inc.",$6825.00,05/20/2015,No,4,42.415092,-82.917006,"5295 Ashley
(42.415092, -82.917006)"
5462 24th St,12008772.,"Adamo Group, Inc.",$19202.00,06/04/2015,No,5,42.349504,-83.10322,"5462 24th St
(42.349504, -83.10322)"
5529 Philip,21060506.,"Adamo Group, Inc.",$10874.00,02/10/2015,No,4,42.399854,-82.959387,"5529 Philip
(42.399854, -82.959387)"
5539 Lakepointe,21065087.,"Adamo Group, Inc.",$11251.00,03/25/2016,No,4,42.401904,-82.954245,"5539 Lakepointe
(42.401904, -82.954245)"
5550 Whitfield,16004024.,"Adamo Group, Inc.",$22965.00,07/14/2015,No,6,42.361749,-83.134922,"5550 Whitfield
(42.361749, -83.134922)"
5566 Talbot,13005973.,"Adamo Group, Inc.",$7663.00,01/09/2015,No,3,42.408334,-83.046096,"5566 Talbot
(42.408334, -83.046096)"
5633 Lawndale,20006347.,"Adamo Group, Inc.",$20881.00,10/09/2015,No,6,42.332167,-83.150597,"5633 Lawndale
(42.332167, -83.150597)"
5681 Homedale,20011007.,"Adamo Group, Inc.",$9286.00,04/26/2016,No,6,42.331808,-83.153427,"5681 Homedale
(42.331808, -83.153427)"
5691 Montclair,21040919.,"Adamo Group, Inc.",$14108.00,06/02/2015,No,4,42.391771,-82.994576,"5691 Montclair
(42.391771, -82.994576)"
5698 Montclair,21040841.,"Adamo Group, Inc.",$13497.00,06/02/2015,No,4,42.392028,-82.994028,"5698 Montclair
(42.392028, -82.994028)"
5721 28th St,14011146.,"Adamo Group, Inc.",$16079.00,07/10/2015,No,6,42.347366,-83.115617,"5721 28th St
(42.347366, -83.115617)"
5721 Fischer,17005827.,"Adamo Group, Inc.",$18751.00,10/22/2015,No,5,42.383719,-83.009784,"5721 Fischer
(42.383719, -83.009784)"
5743 W Grand River,12006073.,"Adamo Group, Inc.",$108650.00,05/04/2015,Yes,5,42.352888,-83.100409,"5743 W Grand River
(42.352888, -83.100409)"
5774 Maryland,21064293.,"Adamo Group, Inc.",$9001.00,03/25/2016,No,4,42.403782,-82.956139,"5774 Maryland
(42.403782, -82.956139)"
5881 Bewick,21037355.,"Adamo Group, Inc.",$11418.00,06/02/2015,No,4,42.391697,-83.00068,"5881 Bewick
(42.391697, -83.00068)"
5921 Seneca,17006901.,"Adamo Group, Inc.",$17549.00,08/24/2015,No,5,42.385362,-83.013464,"5921 Seneca
(42.385362, -83.013464)"
5950 Beaconsfield,21065746.,"Adamo Group, Inc.",$20951.00,06/01/2015,No,4,42.406101,-82.954366,"5950 Beaconsfield
(42.406101, -82.954366)"
5950 Lucky Pl,13010373.,"Adamo Group, Inc.",$24705.00,09/09/2015,No,5,42.37671,-83.037847,"5950 Lucky Pl
(42.37671, -83.037847)"
5959 Maryland,21064332.,"Adamo Group, Inc.",$12697.00,06/01/2015,No,4,42.404975,-82.957735,"5959 Maryland
(42.404975, -82.957735)"
5960 Beaconsfield,21065747-53,"Adamo Group, Inc.",$14000.00,06/01/2015,No,4,42.406199,-82.954446,"5960 Beaconsfield
(42.406199, -82.954446)"
5972 Wayburn,21063514-24,"Adamo Group, Inc.",$24964.00,09/09/2015,No,4,42.404985,-82.95828,"5972 Wayburn
(42.404985, -82.95828)"
5980 Seminole,17007822.,"Adamo Group, Inc.",$13227.00,07/29/2015,No,5,42.385538,-83.015407,"5980 Seminole
(42.385538, -83.015407)"
6001 Newport,21053990.,"Adamo Group, Inc.",$19710.00,06/01/2015,No,4,42.40245,-82.9664,"6001 Newport
(42.40245, -82.9664)"
6008 Comstock,13005209.,"Adamo Group, Inc.",$12856.00,08/26/2015,No,3,42.397985,-83.041195,"6008 Comstock
(42.397985, -83.041195)"
